texto,calificacion,tipo_lugar,fuente,fecha,lugar,polaridad
"Un lugar hermoso, hay gran variedad de hongos",5.0,parque,google_maps,Hace 2 meses,Parque Nacional Los Quetzales,positiva
"En realidad si hay mucha naturaleza, un silencio impresionante, pero las personas que pueden observar los quetzales son aquellas que tienen instrumentos apropiados para eso, el día de ayer fuimos mi novio y yo y sinceramente el segundo sendero es un charral completo y lo único que tiene de atractivo son dos árboles majestuosos que al parecer son centenarios que están metidos como a los lados de ese camino. Los que deseen ir deben de ir con botas, solamente con botas porque a ese segundo sendero no le han dado el mantenimiento respectivo y está con barro por todo lado. No hay mesas para comer, solamente unas bancas que están en el primer sendero y listo. Muy lamentable que un gobierno no pueda invertir en lugares como estos, y que lugares privados tengan más atractivo y cuido que un parque nacional, debería ser al revés, porque son zonas protegidas.",3.0,parque,google_maps,Hace 9 meses,Parque Nacional Los Quetzales,neutral
"Tiene dos senderos el de 500mts es asfaltado y mientras caminas se disfruta del sonido de la naturaleza, al final hay unas bancas en donde se puede estar todo el tiempo que quiera me encantó",5.0,parque,google_maps,Hace un año,Parque Nacional Los Quetzales,positiva
"El precio de la entrada es súper barato, y el recorrido es corto, pero el sendero de lastre es más largo y un poco retador, pero es un sector lindo y una buena recomendación para ir y conocer hay varios lugares más cercanos donde explorar.",5.0,parque,google_maps,Hace 3 años,Parque Nacional Los Quetzales,positiva
"Ideal para hacer senderismo, excelentes vistas y aire muy fresco. Han hecho una gran inversión en el sendero de arriba (800mts) incluyendo rampas metálicas y aceras en las partes más irregulares del camino. El sendero Ojo de Agua (2km) es más natural ya que todo es por tierra y hierbas.",5.0,parque,google_maps,Hace 6 años,Parque Nacional Los Quetzales,positiva
"El sendero principal (cemento) es muy sencillo, se pueden ver y escuchar varias aves; el otro sendero (tierra) es un poco más exigente, tiene el atractivo del árbol hueco que es un punto llamativo para un recuerdo en foto. Sin embargo, este sendero llega a un punto muerto donde la única opción es regresar. En este sendero también se pueden observar diferentes aves.",5.0,parque,google_maps,Hace un año,Parque Nacional Los Quetzales,positiva
"Es un lugar de muy fácil acceso para cualquier vehículo e ideal para compartir en familia. Hay dos senderos, uno de 500 metros muy accesible para niños y personas adultas mayores, el otro es de 2 kilómetros aproximadamente y por el tipo de clima en la zona hay zonas con mucho barro, los quetzales se ven en los primeros meses del año.",5.0,parque,google_maps,Hace 5 años,Parque Nacional Los Quetzales,positiva
"El lugar es súper lindo, tiene dos senderos uno de 500 mts y el otro de 2 kms, tiene paisajes demasiado bellos y muy buenos spots para fotos, cuando fuimos casi no había turistas entonces nos tocó un recorrido muy agradable.",5.0,parque,google_maps,Hace 3 años,Parque Nacional Los Quetzales,positiva
"Un lugar tranquilo y muy frío, tiene 2 senderos de fácil a moderado acceso, aunque ninguno apto para personas con problemas de movilidad",4.0,parque,google_maps,Hace un año,Parque Nacional Los Quetzales,positiva
"Es bastante lindo, aunque lo habilitado al público son solamente 2 senderos uno de dos kilómetros y otro de 500metros, en el lugar de momento no aceptan tarjetas ni efectivo se puede depositar a una cuenta pero no especifican un monto. Clima frío, ideal subir con buen abrigo y capa",4.0,parque,google_maps,Hace 6 años,Parque Nacional Los Quetzales,positiva
"Los senderos se encuentran en buen estado, son caminatas sencillas, sin embargo la rotulacion es nula, no se ofrece ningún tipo de guía para el avistamiento de quetzal. Los baños se encontraban limpios.",3.0,parque,google_maps,Hace 2 años,Parque Nacional Los Quetzales,neutral
"Si desea rodearse de naturaleza, este es el lugar ideal. Se puede ver muchas especies de aves y existen muchos sitios donde los aficionados y profesionales los pueden fotografiar. También, es una zona muy fría y lluviosa. Muchos hoteles y posadas donde se pueden hospedar. Definitivamente, es uno de mis sitios favoritos.",5.0,parque,google_maps,Hace 6 años,Parque Nacional Los Quetzales,positiva
"El lugar es bonito, pero la verdad no hay mucho que ver si no vas en la temporada correcta, además la persona que estaba el día que yo fui, no tenía ni idea de ningún detalle sobre el parque tampoco tenía ningún tipo de mapa.",2.0,parque,google_maps,Hace 3 meses,Parque Nacional Los Quetzales,negativa
"Es un lugar lindo, pero aún están construyendo los senderos. El sendero disponible es de 2km. Vale la pena hacerlo si se está cerca. Logramos divisar varias especies de aves incluyendo pavos negros y carpinteros. Para ver quetzales fuimos a San Gerardo de Dota.",3.0,parque,google_maps,Hace 8 años,Parque Nacional Los Quetzales,neutral
"Es uno de los parque con una altura de 3019 metros. Llegamos un poco tarde, y tuvimos que hacer el recorrido a una buena marcha, un sendero de 1,5 kilómetros, y otro de aproximado de unos 5 kilómetros. Como ruta senderista está bien de hacer, pero no tuvimos mucha suerte, a la hora de ver aves, tan solo vimos una paloma torcaz, y escuchar el canto de algun pajaro. Los guardaparques están en la entrada, y en el sendero mas grande, nos encontramos a otro guarda, que nos pedía las entradas al parque. En la entrada donde se compran las entradas, hay baños.",4.0,parque,google_maps,Hace 4 años,Parque Nacional Los Quetzales,positiva
"Caminamos por un sendero muy bonito, bastante corto, es muy amigable para adultos mayores y niños pequeños. Es una zona muy frío.",5.0,parque,google_maps,Hace un año,Parque Nacional Los Quetzales,positiva
"Hermosos lugar, dos senderos uno de 500 mts muy bello y sementado, otro de de 2,5 km muy amplio y poco profundo en el bosque. Vale la pena la altura y el frio, de ahi en adelante no hay mucho q ver.",5.0,parque,google_maps,Hace 4 años,Parque Nacional Los Quetzales,positiva
"Ir con tiempo para hacer los 5 kms de sendero, tienen dos: un sendero de 500 metros que tiene sendero y el otro de 2 kms aproximadamente de sendero natural. La distancia es solamente de ida. La entrada es accesible, precio barato, preferiblemente pago con tarjeta, no efectivo.",5.0,parque,google_maps,Hace 3 años,Parque Nacional Los Quetzales,positiva
Hermoso Lugar . Usar ropa cómoda y zapatos adecuados especialmente si hay lluvia. Para llegar al río hay que manejar aun mas siguiendo el camino lateral de la entrada principal al parque .,5.0,parque,google_maps,Hace un año,Parque Nacional Los Quetzales,positiva
"Los senderos son accesibles y con hermosas vistas, No se aprecian Quetzales en ninguna época del año.",3.0,parque,google_maps,Hace 3 meses,Parque Nacional Los Quetzales,neutral
"Lugar hermoso, tranquilo y silencioso… Lo más importante sin mucha afluencia de visitantes, ideal para recargar baterías. En cuanto a las instalaciones del parque creo que pueden ser un poco más cómodas, pero cumplen su función. Recomendación para los que no conocen el clima, que es cambiante, lluvioso y frío: 1. Abrigos y ojalá impermeables 2. Capas o ponchos por una eventualidad 3. Zapatos cómodos, cerrados y preferiblemente impermeables 4. Ropa y zapatos de cambio por eventualidad 5. Lo más importante disposición a caminar y de disfrutar; sin importar el clima que este haciendo.",4.0,parque,google_maps,Hace 7 meses,Parque Nacional Los Quetzales,positiva
"La caminata es tranquila, una de 4 kilómetros y otra de 500 mts.",4.0,parque,google_maps,Hace 11 meses,Parque Nacional Los Quetzales,positiva
"Muy limpio, tiene un espacio para niños que siempre veo muy lleno, tiene un skate park. Lo decoraron muy lindo para esta navidad. He notado muchos indigentes.",5.0,parque,google_maps,Hace 7 meses,Parque Central Abraham Lincoln,positiva
"Es un lugar agradable para pasar un rato en las mañanas o tardes, hay algunos juegos para los niños como toboganes, hay máquinas de ejercicios y es un punto muy céntrico, hay quien compra una pizza con sus amigos y se van y la comen sentados en la plaza. Hay conexión a internet pero sirve más que nada es para revisar redes sociales, pero está bien. También es buen lugar para pasear a tu mascota. No es demasiado grande pero no está mal",4.0,parque,google_maps,Hace 3 años,Parque Central Abraham Lincoln,positiva
"Parque muy amplio ubicado en el centro de Moravia, amenudo se puede observar a la policía municipal por la zona, a su lado hay una iglesia católica llamada San Vicente de Ferrer, el parque cuenta con un quiosco, una zona de máquinas de ejercicio e instalaciónes para que los niños jueguen y se diviertan (incluso hay unos pequeños trampolines), y un parque de skate, a los laterales y cerca de la zona se pueden encontrar bancos, paradas de autobuses, supermercados, tiendas, sucursales como Gollo y Monge, gasolinera, ferreterías, peluquerías, la escuela Porfirio Brenes Castro, municipalidad, en este además parque de vez en cuando se realizan ciertas actividades como ferias, también es parte de los trayectos de los desfiles del 15 de septiembre. Como extra a no más de 2 kilómetros se encuentra el centro comercial Plaza Lincoln. Very large park located in the center of Moravia, you can often see the municipal police in the area, next to it there is a Catholic church called San Vicente de Ferrer, the park has a kiosk, an area with exercise machines and facilities for children to play and have fun (there are even some small trampolines), and a skate park, on the sides and near the area you can find banks, bus stops, supermarkets, shops, branches such as Gollo and Monge, gas station , hardware stores, hairdressers, the Porfirio Brenes Castro school, municipality, in this park also from time to time certain activities such as fairs are carried out, it is also part of the routes of the parades on September 15. As an extra, no more than 2 kilometers away is the Plaza Lincoln shopping center. (Translated with Google translate)",5.0,parque,google_maps,Hace 3 años,Parque Central Abraham Lincoln,positiva
Localizado en el corazón de Moravia se encuentra este parque. Anexo está la iglesia católica de Moravia. Ha cambiado mucho en el último año ya que cuenta con un área de juegos para niños y también con una para patinetas. Los domingos se encuentra un señor que ha venido organizados por 40 años. Es un lugar bonito para reposar un rato.,5.0,parque,google_maps,Hace 7 años,Parque Central Abraham Lincoln,positiva
"Muy bonito, y con espacios para realizar diferentes tipos de actividades.",4.0,parque,google_maps,Hace 3 meses,Parque Central Abraham Lincoln,positiva
"De mi parte buen servicio, y el pollo siempre que compro está fresco",5.0,parque,google_maps,Hace un mes,Parque Central Abraham Lincoln,positiva
La Cruz Roja estuvo haciendo pintacaritas y juegos tradicionales en la tarde! Muy bonito todo,5.0,parque,google_maps,Hace 6 años,Parque Central Abraham Lincoln,positiva
"No lo se me parece falso o no verdadero por su manera de caminar , vestir hablar y muchas cosas más",2.0,parque,google_maps,Hace 6 años,Parque Central Abraham Lincoln,negativa
"El Parque es muy bonito, con muchos juegos y máquinas de ejercicios, además de los árboles. Tienes muchas razones para visitarlo, compartir en familia, hacer ejercicio, ir a descansar o a leer un libro, cualquiera sea la razón, se pasaras un buen tiempo en este lindo parque. Es muy bueno que el gobierno local se interesa en mantener limpio y con nuevas actividades este parque. Unido a esto esta que cuenta con colección a Internet gratuita.",4.0,parque,google_maps,Hace 10 meses,Parque Central Abraham Lincoln,positiva
"Un parque limpio y bien cuidado en el centro de Moravia, ideal para descansar, caminar o llevar a los niños. Tiene zonas verdes, bancas, juegos y acceso a cafeterías cercanas. Ambiente seguro y familiar.",4.0,parque,google_maps,Hace un año,Parque Central Abraham Lincoln,positiva
muy limpio y la. gente muy amable,5.0,parque,google_maps,Hace un mes,Parque Central Abraham Lincoln,positiva
Un parque público muy apto para ir en familia. Se encuentran juegos dentro de él. Es muy seguro tanto de día como de noche. Muy buen aseado.,5.0,parque,google_maps,Hace 8 años,Parque Central Abraham Lincoln,positiva
"No es tan bonito como podría esperarse, hay barras para hacer ejercicio.",5.0,parque,google_maps,Hace 6 meses,Parque Central Abraham Lincoln,positiva
"Buen ambiente, ideal oara niños, adultos y adultos mayores e incluso mascotas",5.0,parque,google_maps,Hace 2 años,Parque Central Abraham Lincoln,positiva
Excelente lugar bonito y tranquilo para pasar con niños.,5.0,parque,google_maps,Hace 2 años,Parque Central Abraham Lincoln,positiva
"Es muy amplio con varias zonas verdes, las áreas estan divididas y es bonito para venir con los hijos",4.0,parque,google_maps,Hace 7 años,Parque Central Abraham Lincoln,positiva
"Me encanta el lugar, siempre en constante mejora. Cuenta con diferentes amenidades para el disfrute de todas las edades. Además de sus canchas multiuso. Quedando en una excelente ubicación junto a la escuela.",5.0,parque,google_maps,Hace un año,Parque Central Abraham Lincoln,positiva
"Lindo lugar ,los chiquillas no se aburren deberían aver más parques asi,buen ambiente",5.0,parque,google_maps,Hace 3 años,Parque Central Abraham Lincoln,positiva
"Excelente lugar para pasar el rato, leer un libro, etc. Lo mantienen en muy buen estado.",5.0,parque,google_maps,Hace 6 años,Parque Central Abraham Lincoln,positiva
El parque es el eje de esta zona que tiempo atrás fue un pueblo alejado de San José. Es un bonito lugar que vale la pena conocer.,4.0,parque,google_maps,Hace 8 años,Parque Central Abraham Lincoln,positiva
"El parque se ve muy cuidado y lo han mantenido bastante bien. Han sido unos meses desde que fui la última vez. Me senté y pasé un rato. Aún tienen wachis en la zona, y no algo como epark. Fuera de eso esta bastante bien",4.0,parque,google_maps,Hace un año,Parque Central Abraham Lincoln,positiva
Bellisimo para disfrutar con los niños... Y con WiFi gratis por un rato,5.0,parque,google_maps,Hace 3 años,Parque Central Abraham Lincoln,positiva
"Grande, bonito, cuidado. Tiene parque de patinetas y cancha con mallas",5.0,parque,google_maps,Hace 7 meses,Parque Central Abraham Lincoln,positiva
"El mejor lugar, el alcalde actual realiza actividades constantemente para que siempre aya recreación.",5.0,parque,google_maps,Hace 7 años,Parque Central Abraham Lincoln,positiva
Lo han remodelado y está muy bonito,4.0,parque,google_maps,Hace 7 meses,Parque Central Abraham Lincoln,positiva
"Muy lindo todo, nos tocó una feria navideña muy linda con fuegos pirotécnicos",5.0,parque,google_maps,Hace 6 años,Parque Central Abraham Lincoln,positiva
"Excelente lugar, ambiente, trato, comida deliciosa, casera, precios medio, si que lo valen",5.0,parque,google_maps,Hace 3 años,Parque Central Abraham Lincoln,positiva
Un lugar agradable para disfrutar en familia. El parque cuenta con un área de juegos infantiles para que los más chicos de la casa puedan divertirse de manera sana y segura. Cuenta con un espacio con trampolines para que salten. Para los más grandes un área con máquina de ejercicios. En las noches cuenta con iluminación óptima y amplia cantidad de espacios de descanso.,5.0,parque,google_maps,Hace 6 años,Parque Central Abraham Lincoln,positiva
"Muchos espacios recreativos, exlebge para llevar a los niños y mascotas! Muy seguro!",5.0,parque,google_maps,Hace 8 años,Parque Central Abraham Lincoln,positiva
"El parque ciertamente es tranquilo, pero no hay seguridad y a partir de la tarde , más en las noches el ambiente es peligroso. No hay mucha iluminación. La decoración navideña es muy pobre y no la encienden todos los días",3.0,parque,google_maps,Hace 4 años,Parque Central Abraham Lincoln,neutral
".muy lindo ,y muchos juegos para los niños",5.0,parque,google_maps,Hace 4 años,Parque Central Abraham Lincoln,positiva
Un lugar tranquilo para recreación,4.0,parque,google_maps,Hace 8 años,Parque Central Abraham Lincoln,positiva
"El parque es muy seguro y limpio, sin embargo ya los trampolines se dañaron y no los volvieron a poner o arreglar, en cambio pusieron unas tablas para taparlos.",4.0,parque,google_maps,Hace 3 años,Parque Central Abraham Lincoln,positiva
"Se ve muy tranquilo en horas de la mañana, las zonas verdes son hermosas y en general es un sitio agradable. Cercano a muchos comercios, una iglesia y a la parada de buses hacia san José. Habría que asistir de noche para ver que tan peligroso es o que tal se comportan los usuarios nocturnos.",4.0,parque,google_maps,Hace 8 años,Parque Central Abraham Lincoln,positiva
"Es precioso, lleno de encanto y la Iglesia de fondo, produce un sentimiento hermoso, para soñar, según el ánimo que estemos. Da el sentimiento de estar en un parque de algún pueblo, de los que una visitaba de niña con nuestros padres. Además las áreas son muy amplias hay un lugar especial para juegos de los niños ; muy bellos y para adultos que deseen ejercitarse, se puede correr por su áreas sin problema alguno o simplemente sentarse en dónde lo dese a respirar ese oxígeno limpio y tan refrescante. Hay mucha paz , nadie te perturba , los muchachos que practican en sus patinetas lo hacen en otra área del parque .",5.0,parque,google_maps,Hace 5 años,Parque Central Abraham Lincoln,positiva
"Buen día... excelente el cambio de máquinas las uso a diario en las mañanas... gracias Ayer fui por la tarde y fue desagradable ya que algunas personas las utilizan para quedarse ahí sentadas y no se pueden usar para el fin que están y lo más desagradable fue ver una pareja en banca que está en donde niños saltan ...la señora sentada en piernas de señor y de vez en cuando se jiraba y se entrepierna con fulano y en un puro apriete de besos Será que policía municipal se de una vuelta de vez en cuando por esta área,más que todo fin de semana",5.0,parque,google_maps,Hace 3 años,Parque Central Abraham Lincoln,positiva
Muy limpio y seguro,5.0,parque,google_maps,Hace 9 años,Parque Central Abraham Lincoln,positiva
"En su momento cuando se renovó el área de juegos para niños y se abrió el skatepark el parque de Moravia se veía muy bonito, hoy más de 5 años después se ve bastante mal, toda el área de niños tiene defectos en algún juego, faltan hamacas, nunca se repusieron 2 toboganes, los trampolines son un riesgo debido a su pésimo estado incluso el más grande de todos había perdido varios soportes y prefirieron ponerle una tabla encima qué repararlo, hace poco le quitaron la tabla e hicieron lo que uno llama un ""McGyver"" para medio arreglar el trampolín qué se ve super mal. Muchas de las maquinas de ejercicio tienen algún defecto. Cada año que pasa el parque se ve peor y se nota la ausencia de mantenimiento de la Municipalidad de Moravia.",2.0,parque,google_maps,Hace un año,Parque Central Abraham Lincoln,negativa
"Muy lindo lugar, agradable para pasear con tu familia y pasar la tarde",4.0,parque,google_maps,Hace un año,Parque Central Abraham Lincoln,positiva
"Después de la remodelación del parque en el 2014, quedó muy lindo y divertido para los niños, se nota que la intensión del cambio, fue crear un lugar apto para toda la familia. Por las noches no lo veo tan seguro, pero la iluminación blanca me gustó muchísimo.",4.0,parque,google_maps,Hace 11 años,Parque Central Abraham Lincoln,positiva
"Activado del 2 de enero, día de los muertos",5.0,parque,google_maps,Hace 8 meses,Parque Central Abraham Lincoln,positiva
"Inmenso, muchos juegos de madera para niños, fui con mi nieta. También hay maquinas de ejercicios de buen material para adultos. El parque es muy grande, los árboles y plantas bien cuidados. Para disfrute de la familia varias horas. Hay un Kioskio, y un área para actividades culturales, también espacios para los chicos con patinetas. Si observe una patrulla de policías estuvieron parqueados al sur y luego al este, nunca se bajaron hacer ronda dentro del parque. Siendo tarde- noche.",4.0,parque,google_maps,Hace 3 años,Parque Central Abraham Lincoln,positiva
"Remozado y siempre limpio, es muy seguro, siempre se ven niños, adolescentes con sus familias compartiendo, últimamente he visto más vigilancia, mucho más seguro...",5.0,parque,google_maps,Hace 2 años,Parque Central Abraham Lincoln,positiva
"Excelente lugar para compartir en familia. Hay una amplia cantidad de juegos para niños, además de un sector para patinar. Si se va en vehículo hay parqueos cerca al lado del parque. En cuanto a comida al rededor del parque hay varios restaurantes.",5.0,parque,google_maps,Hace 6 años,Parque Central Abraham Lincoln,positiva
"Muy bonitas las instalaciones, lugar agradable para dar una vuelta, ya sea caminar o hacer compras. Cuenta con bastante diversidad de tiendas, tecnologia, ropa, etc. Buena vista a la ciudad desde el area de comidas. El personal de las tiendas y los de seguridad son muy amables.",5.0,parque,google_maps,Hace 4 años,Parque Central Abraham Lincoln,positiva
"En la zona de Moravia, un parque muy lindo y ordenado, remodelado, mejorado, apto para ambiente familiar. Sin embargo aún hay algunas personas de ambiente tóxico que vienen a estropear todo; los fumadores por ejemplo. Aún quedan cosas por mejorar, sobre todo la seguridad de la gente que viene a pasar el rato. Es más, los fumadores están tomando los parques y intoxicando el buen ambiente, asi que mi caluficación cambió de 5 estrellas a una estrella. Los fumadores son gente enferma, los tóxicos de siempre volvieron para reinstaurar el tabaquismo, cada vez el mundo va peor... pero no podemos hacer nada hasta que no hayan leyes y reglas de verdad.",1.0,parque,google_maps,Hace 2 años,Parque Central Abraham Lincoln,negativa
"El Parque de Diversiones se ha convertido en un moderno parque de atracciones con múltiples y variadas opciones para todos. Tiene buen parqueo, han mejorado bastante el paisajismo y constantemente agregan nuevos juegos. Considero de mucho valor llegar temprano para poder disfrutar de todas las atracciones y poder también descansar y comer con tranquilidad en el transcurso de la visita. También pagar el pase rápido si es posible.",5.0,parque,google_maps,Hace 2 meses,Parque Diversiones,positiva
Bastante bien la experiencia. Tenia años de no ir siento que el ambiente es genial tanto como para adultos como para jovenes y niños. Con la nueva atracción dragonix senti esa emocion que no sentia desde el pulpo sin duda alguna de lo mejor que ha tenido el parque desde los go karts. El tornado siempre esta cerrado mas veces de las que esta abierto asi que pues buena suerte por lo demas las mismas atracciones que ya se conocen Top 3 Disko Sky master Dragonix Como siempre recomendable madrugar y comprar el pase rapido,5.0,parque,google_maps,Hace 5 meses,Parque Diversiones,positiva
"Experiencia de pura vida... 100% la recomiendo. Si buscan disfrutar de todo el parque entonces lleguen en horas tempranas. Recuerden llevar cambio extra de ropa y protección antiagua para los celulares ( Si van a los juegos acuáticos). Dentro del parque se puede consumir, así que entre menos peso lleven mejor si lo que buscan es disfrutar de cada uno de los juegos de atracción.",5.0,parque,google_maps,Hace 6 meses,Parque Diversiones,positiva
"El splash Caribe estaba cerrado. En varios de los juegos no se puede ni siquiera guardar el bulto, lo cual es entendible, pero deberían informarlo desde la entrada o tener más,casilleros porque había demasiada fila en los de la entrada. Me encantaría que hubiera un pase nocturno solamente para adultos. La atracción de los dragones está muy divertida y el área de comidas muy bonita y limpia.",3.0,parque,google_maps,Hace 4 meses,Parque Diversiones,neutral
"Este parque me ha gustado mucho, tiene diversión para niños, jóvenes y adultos, tiene un bello jardín que ebova los cuentos de tío coyeo y tío conejo además de un paseo de duendes y hadas, hay muchos servicios sanitarios en cada sección y diversos tipos de comidas",5.0,parque,google_maps,Hace 3 meses,Parque Diversiones,positiva
Excelente lugar para disfrutar en familia am8gos compañeros se pasa muy bien tambien hay varios restaurantes de comidas y se pueden realizar eventos.,5.0,parque,google_maps,Hace 9 meses,Parque Diversiones,positiva
Un lugar genial otra ir con familia o amigos en lo cual se disfruta todo el día también depende de la temporada la cantidad de gente pero vale la pena visitarlo siempre que andes cerca ojo no es cosa de un ratito sino de un dia para aprovechar todo,4.0,parque,google_maps,Hace 3 meses,Parque Diversiones,positiva
Súper excelente volver luego de muchos años está lindo el lugar,5.0,parque,google_maps,Hace 7 meses,Parque Diversiones,positiva
"Fui entre semana, súper excelente, casi no habían filas, se veía muy ordenado. La verdad fue muy bonito el día",5.0,parque,google_maps,Hace 6 meses,Parque Diversiones,positiva
"Sin duda un lugar para pasar todo el día, tomando en cuenta las fechas encontraras más personas pero sin duda vale la pena, amplio estacionamiento y variedad de juegos. Cuenta con zona para guardas cosas ya que el parque tiene atracciones acuáticas ( las cuales les recomiendo utilizar entrada la tarde cuando ya estén por irse) atracciones para niños y adultos.",5.0,parque,google_maps,Hace 6 meses,Parque Diversiones,positiva
"Parque divertido y muy tradicional en Costa Rica. Tiene buenas atracciones para todas las edades y un ambiente familiar agradable. Algunas filas pueden ser largas y ciertos juegos se sienten antiguos, pero en general es una experiencia entretenida y vale la pena visitarlo.",4.0,parque,google_maps,Hace 5 meses,Parque Diversiones,positiva
"Necesitaba asistencia para cotizar una actividad para un grupo como parte de un reconocimiento otorgado a mi equipo de trabajo. Me comuniqué para solicitar información, brindé mis datos y me indicaron que una persona se pondría en contacto conmigo. Rosita Salas Arias fue la encargada de atender mi solicitud y, desde el primer momento, su trato fue excepcional. Siempre fue amable, atenta y muy cordial, transmitiendo una actitud positiva en cada interacción. Además, respondió todas mis consultas con rapidez, claridad y una excelente disposición para ayudar durante todo el proceso. Gracias a su seguimiento y organización, la coordinación de la actividad fue sencilla, ordenada y libre de contratiempos. Hoy mi equipo pudo disfrutar plenamente de la experiencia, y gran parte de esa tranquilidad se debió al compromiso y la atención al detalle que Rosita demostró en cada etapa. Quiero agradecerle públicamente por su excelente servicio. Si necesita ayuda para coordinar una actividad para grupos, mi experiencia con Rosita fue excelente y no dudaría en recomendarla.",5.0,parque,google_maps,Hace 4 semanas,Parque Diversiones,positiva
"Excelente evento de Año Nuevo Chino. La organización fue muy buena y el ambiente familiar hizo que la experiencia fuera aún más especial. Hubo presentaciones culturales, gastronomía deliciosa y un pequeño mercadito con variedad de artículos tradicionales. Se notó el esfuerzo detrás de cada detalle y la gran asistencia del público demostró lo mucho que se disfruta este tipo de actividades. Sin duda, una celebración que vale la pena repetir.",5.0,parque,google_maps,Hace 5 meses,Parque Diversiones,positiva
"Visitar este parque de diversiones fue una muy divertida experiencia. Tuvimos la fortuna de que un día antes pudimos comprar los pases especiales al 2x1, con acceso a todos los juegos. Las atracciones son buenísimas y se disfrutaron mucho, sobre todo las acuáticas. Todo está muy buen cuidado y en buenas condiciones. El área de comida y snacks tiene muchas opciones, aprovechamos para probar los ""súper mango"" y la verdad es que son ricos. En general es un lugar muy recomendable para disfrutar en pareja, amigos o familia.",5.0,parque,google_maps,Hace un año,Parque Diversiones,positiva
"El día que fuimos era soleado y muy caliente, y a pesar de esto todas las atracciones se agua estaban fuera de servicio después de solo unas pocas horas de estar abiertas. Fuera de eso estaba muy limpio todo el parque y los baños, y hasta le estaban dando mantenimiento a algunas atracciones en vivo. Las líneas de espera fueron relativamente rápidas.",4.0,parque,google_maps,Hace 8 meses,Parque Diversiones,positiva
"Me dejó sorprendida todos los cambios y mejoras que han realizado, tenía ya varios años de no ir, ahora fui con mi hijo y realmente disfruto montones, hay actividades para todas las edades, todo fue muy organizado, no tuvimos que esperar mucho en los juegos, me encanta el montón de opciones que hay por todo el parque de snacks o helados es un mega plus no tener que ir solo a un punto para comprarlos, los carritos de alquiler para transportar a los niños más pequeños Una bonita experiencia para grandes y pequeños",5.0,parque,google_maps,Hace un año,Parque Diversiones,positiva
La comida es cara y tiene mal sabor y es muy poca cantidad x 5000 te dan algo q parece puestesito de mil en las áreas de comida es pésimo el cervisio al cliente filas largas sin salsas las papas en el parque si andas algo haci no fumes o algo te harán botar tus vapes encendedores o cigarros pa q sepan y te revisaran por completo eso solo es aviso no queja,1.0,parque,google_maps,Hace un mes,Parque Diversiones,negativa
Yo fui ahí con mis prima y mi hermano y era una maravilla no entre los los granizados ahí los como las bebidas de hielo y sabores estaban deliciosos y muy fríos también fui a las atracciones es tan potente bellísimo en el cumpleaños de mi hermano voy a ir a ir otra vez y estoy tan emocionada,5.0,parque,google_maps,Hace 2 semanas,Parque Diversiones,positiva
Fui con mis nietos .. lo pasamos increíble,5.0,parque,google_maps,Hace 4 meses,Parque Diversiones,positiva
"Recomendado ir. Es mejor comprar las entradas en la página, así se horran tiempo. En la entrada se pasa por un detector y te revisan el bolso. Estar atentos al reglamento para saber qué se puede llevar y qué no. Se puede llevar comida en recipientes plásticos, cosas para picar, botella de agua o de fresco. Llevar bloqueador o gorro porque hace mucho sol. Se pueden alquilar lockers o casilleros por cuatro mil colones(grande) o dos mil colones (pequeño). Si van a subirse a los juegos de agua, es mejor llevar alguna otra mudada o ropa para cambiarse. El precio del pase especial salió cómodo, estaba en promoción. Para subir a los juegos hay que hacer fila, en casi todas son largas. Solo si se compra pase rápido (con un precio mayor), no se hace tanta fila. Las personas que trabajan en el parque son serviciales y dan una buena atención. Está bien para ir en familia. Algunos juegos no estuvieron disponibles. Otros juegos piden ciertas condiciones físicas para subir. Hay juegos que no han cambiado y otros son nuevos. Los churros con helado que venden en el parque estuvieron muy ricos. :)",4.0,parque,google_maps,Hace 2 años,Parque Diversiones,positiva
"El 19 de octubre fui con mi novia al parque de diversiones, ya que nos gusta ir muy seguido porque la pasamos muy bien, pero esta vez hubo algo que nos decepcionó por completo. Lo cual sentimos muy feo porque nunca nos había pasado algo así, lo que pasa es que al rededor de las 4:30pm mi novia y yo estábamos en los carritos chocones y mi novia andaba una cadena de oro y se le cayó al bajarse del carrito, cuando ella se dio cuenta fue con las personas autorizadas del juego a preguntarles ya que anteriormente cuando se le cayó vimos que una de ellas la agarró y se la guardó en la bolsa del pantalón, lo cual nos dio mucha impotencia porque a la hora de preguntarles ellas nos negaron a verla visto y cuando nos fuimos las escuchamos RIÉNDOSE Y MURMURANDO entre ellas, nosotros fuimos a las oficinas a quejarnos y llenamos el reporte de lo que había pasado, dejamos el número de teléfono y el correo electrónico para que nos contactaran y hasta el día de hoy no hemos recibido ninguna respuesta al respecto. (Tengan cuidado con sus pertenencias)",1.0,parque,google_maps,Hace 8 meses,Parque Diversiones,negativa
"Sigue siendo un lugar excelente para el disfrute de personas de todas las edades, parqueo muy grande, atención excepcional de todo el personal, aseo bastante bueno, vigilancia total, precios accesibles.",4.0,parque,google_maps,Hace un año,Parque Diversiones,positiva
"Tengo + de 20 años de ir y este 2026 me encantó la experiencia. Recomiendo el pase rápido, se aprovecha demasiado. La zona de comidas está muy bonita y atención rápida.",5.0,parque,google_maps,Hace un mes,Parque Diversiones,positiva
Demasiado bien el lugar para divertirse sanamente,5.0,parque,google_maps,Hace 3 meses,Parque Diversiones,positiva
